Unique Key,Month,Created Date,Agency Name,Complaint Type,Descriptor,Location Type,Landmark,Borough,Incident Zip,Latitude,Longitude,Location
39330994,May,5/31/2018 11:20,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,RIVERSIDE PARK,MANHATTAN,10025,40.80024518,-73.97335875,"(40.800245180318555, -73.97335875005403)"
39338078,May,5/31/2018 13:18,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,FT TRYON PARK,MANHATTAN,10040,40.86138133,-73.93354533,"(40.86138132660212, -73.93354532527394)"
39196586,May,5/15/2018 9:38,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,COLONEL YOUNG PLAYGROUND,MANHATTAN,10037,40.81919903,-73.9355601,"(40.81919903067389, -73.93556009937095)"
38889995,April,4/8/2018 14:39,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38092317,January,1/2/2018 9:20,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38139574,January,1/7/2018 11:17,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Street/Curbside,ISHAM PARK,MANHATTAN,10034,40.87023791,-73.91972817,"(40.87023791438702, -73.91972816874608)"
38188323,January,1/11/2018 12:13,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38192675,January,1/12/2018 13:29,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,WASHINGTON SQUARE PARK,MANHATTAN,10011,40.73088313,-73.99759338,"(40.730883132114464, -73.9975933816647)"
38215016,January,1/15/2018 14:18,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38314991,January,1/26/2018 10:19,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,PENNSYLVANIA STATION,MANHATTAN,10121,40.75006595,-73.99210676,"(40.75006595421169, -73.9921067617765)"
38321073,January,1/27/2018 12:45,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38398695,February,2/6/2018 13:01,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
38413247,February,2/7/2018 9:52,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,BELLEVUE HOSPITAL,MANHATTAN,10016,40.73950195,-73.97610752,"(40.7395019493679, -73.97610752413196)"
38431183,February,2/10/2018 9:39,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,CITY HALL,MANHATTAN,10007,40.71274564,-74.0060095,"(40.71274563665573, -74.00600949796177)"
38507323,February,2/20/2018 3:11,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,BATTERY PARK,MANHATTAN,10004,40.70288007,-74.01552284,"(40.70288006660316, -74.01552284013026)"
38508194,February,2/20/2018 19:28,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,JACKIE ROBINSON PARK,MANHATTAN,10031,40.8265853,-73.9411319,"(40.82658529966099, -73.94113190263612)"
38516178,February,2/21/2018 17:12,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38546483,February,2/25/2018 15:06,Department of Parks and Recreation,DPR Internal,Property,Park,WASHINGTON SQUARE PARK,MANHATTAN,10011,40.73088313,-73.99759338,"(40.730883132114464, -73.9975933816647)"
38572548,February,2/28/2018 22:55,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
38582923,March,3/2/2018 8:30,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,HUDSON RIVER PARK,MANHATTAN,10011,40.74980512,-74.00897956,"(40.74980512361341, -74.00897956095878)"
38625880,March,3/6/2018 9:15,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,CARL SCHURZ PARK,MANHATTAN,10028,40.77501591,-73.94371568,"(40.77501591276052, -73.94371568311053)"
38654144,March,3/9/2018 14:27,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38654837,March,3/9/2018 17:52,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,RIVERSIDE PARK,MANHATTAN,10025,40.80024518,-73.97335875,"(40.800245180318555, -73.97335875005403)"
38659147,March,3/10/2018 11:24,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,EAST RIVER PARK,MANHATTAN,10002,40.71381104,-73.97617445,"(40.713811040292896, -73.97617444840935)"
38705422,March,3/16/2018 14:19,Department of Parks and Recreation,DPR Internal,Property,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38706527,March,3/16/2018 10:30,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38715025,March,3/17/2018 15:24,Department of Parks and Recreation,DPR Internal,Property,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38728061,March,3/19/2018 9:32,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,FORT TRYON PARK,MANHATTAN,10040,40.86138133,-73.93354533,"(40.86138132660212, -73.93354532527394)"
38742384,March,3/20/2018 13:52,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,HUDSON RIVER PARK,MANHATTAN,10011,40.74980512,-74.00897956,"(40.74980512361341, -74.00897956095878)"
38765215,March,3/23/2018 9:28,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,INWOOD HILL PARK,MANHATTAN,10034,40.87244554,-73.92513113,"(40.8724455362315, -73.92513113415541)"
38781132,March,3/25/2018 15:25,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38785947,March,3/26/2018 13:47,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,WASHINGTON SQUARE PARK,MANHATTAN,10011,40.73088313,-73.99759338,"(40.730883132114464, -73.9975933816647)"
38800659,March,3/27/2018 12:31,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38835963,April,4/1/2018 12:55,Department of Parks and Recreation,New Tree Request,For One Address,Street,CITY HALL,MANHATTAN,10007,40.71274564,-74.0060095,"(40.71274563665573, -74.00600949796177)"
38873008,April,4/6/2018 10:29,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,WASHINGTON MARKET PARK,MANHATTAN,10007,40.71705176,-74.01143538,"(40.71705175557331, -74.01143537776485)"
38888170,April,4/8/2018 14:39,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38890672,April,4/8/2018 13:21,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38901199,April,4/10/2018 11:30,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38917859,April,4/11/2018 11:37,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,RIVERSIDE PARK,MANHATTAN,10025,40.80024518,-73.97335875,"(40.800245180318555, -73.97335875005403)"
38927566,April,4/13/2018 17:31,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38936143,April,4/14/2018 13:26,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38942302,April,4/14/2018 15:34,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,COLONEL CHARLES YOUNG PLAYGROUND,MANHATTAN,10037,40.81919903,-73.9355601,"(40.81919903067389, -73.93556009937095)"
38961280,April,4/17/2018 12:55,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
39005324,April,4/22/2018 14:38,New York City Police Department,Drinking,In Public,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38848976,April,4/3/2018 14:44,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39237307,May,5/20/2018 14:28,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,HINTON PARK,QUEENS,11368,40.75599411,-73.85493118,"(40.75599410867705, -73.85493117742631)"
39208037,May,5/16/2018 12:31,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,FLUSHING MEADOW PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39034725,April,4/26/2018 13:26,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,CROCHERON PARK,QUEENS,11361,40.77212079,-73.7670414,"(40.77212078590735, -73.76704139503545)"
39067087,April,4/30/2018 19:28,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,VICTORY FIELD,QUEENS,11385,40.70157178,-73.85336535,"(40.70157177772394, -73.85336534853603)"
39070171,April,4/30/2018 15:26,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Street/Curbside,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39175530,May,5/12/2018 0:00,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),JFK,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39081103,May,5/1/2018 14:56,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39099961,May,5/3/2018 8:29,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39269598,May,5/23/2018 10:44,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,FLUSHING MEADOW PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39253974,May,5/22/2018 6:45,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Other (Explain Below),LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
39307317,May,5/28/2018 14:31,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,ALLEY POND PARK,QUEENS,11364,40.7528419,-73.74636962,"(40.75284189973842, -73.7463696244017)"
39263340,May,5/23/2018 18:13,Department of Transportation,Street Condition,Line/Marking - Faded,Street,NEW CALVARY CEMETERY,QUEENS,11377,40.74061263,-73.91200305,"(40.74061262629657, -73.91200304680068)"
39094258,May,5/3/2018 8:20,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,MEADOW LAKE,QUEENS,11367,40.73619707,-73.84103136,"(40.73619707023759, -73.84103135759476)"
39213816,May,5/17/2018 21:42,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,MEADOW LAKE,QUEENS,11367,40.73619707,-73.84103136,"(40.73619707023759, -73.84103135759476)"
39158589,May,5/10/2018 18:55,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,FLUSHING MEADOW PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39303962,May,5/28/2018 14:00,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,FOREST PARK,QUEENS,11385,40.70251221,-73.85256622,"(40.702512212819265, -73.85256622293014)"
39162191,May,5/10/2018 21:34,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,FLUSHING MEADOW PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39169291,May,5/11/2018 11:44,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39206536,May,5/16/2018 15:00,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39311462,May,5/30/2018 0:55,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,CITI FIELD,QUEENS,11368,40.75655776,-73.84513732,"(40.75655775599275, -73.84513732359324)"
39334611,May,5/31/2018 15:17,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Street/Curbside,FLUSHING MEADOW PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
38108295,January,1/4/2018 10:17,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
39245630,May,5/21/2018 14:37,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,ALLEY POND PARK,QUEENS,11364,40.7528419,-73.74636962,"(40.75284189973842, -73.7463696244017)"
39248240,May,5/21/2018 12:34,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38096256,January,1/3/2018 13:47,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38162392,January,1/9/2018 12:37,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38257035,January,1/19/2018 7:24,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38258646,January,1/19/2018 6:35,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,LGA,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38259389,January,1/20/2018 15:59,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,FT TOTTEN,QUEENS,11359,40.79132558,-73.77665278,"(40.79132557568007, -73.77665277688718)"
38271358,January,1/21/2018 15:28,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
38332354,January,1/29/2018 8:05,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38337395,January,1/29/2018 13:16,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38380975,February,2/3/2018 17:11,Department of Transportation,Bus Stop Shelter Complaint,Sign Missing or Defective,Bus Stop Shelter,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38512625,February,2/20/2018 22:55,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38524295,February,2/22/2018 11:23,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38530918,February,2/23/2018 8:45,Taxi and Limousine Commission,Found Property,Electronics/Phones,Taxi,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38587726,March,3/2/2018 19:28,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,FOREST PARK,QUEENS,11385,40.70251221,-73.85256622,"(40.702512212819265, -73.85256622293014)"
38610760,March,3/4/2018 13:42,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38613682,March,3/5/2018 9:22,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38642980,March,3/8/2018 17:17,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Street/Curbside,CITI FIELD,QUEENS,11368,40.75655776,-73.84513732,"(40.75655775599275, -73.84513732359324)"
38684603,March,3/13/2018 9:05,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FORT TOTTEN,QUEENS,11359,40.79132558,-73.77665278,"(40.79132557568007, -73.77665277688718)"
38684890,March,3/13/2018 13:58,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
38745920,March,3/21/2018 4:15,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,MAURICE PARK,QUEENS,11378,40.72747323,-73.90477926,"(40.72747322528817, -73.90477926000487)"
38753682,March,3/22/2018 17:25,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,KENNEDY AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38761866,March,3/23/2018 14:49,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
38768241,March,3/23/2018 15:23,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,ROY WILKINS RECREATION CENTER,QUEENS,11434,40.68693895,-73.76936903,"(40.68693894727118, -73.76936903343639)"
38772177,March,3/24/2018 21:01,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,ST JOHNS UNIVERSITY,QUEENS,11432,40.72208714,-73.79473551,"(40.72208713776957, -73.79473550751592)"
38816939,March,3/29/2018 18:05,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38912416,April,4/11/2018 12:24,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,YORK COLLEGE,QUEENS,11433,40.70190368,-73.79562356,"(40.70190368265534, -73.795623556072)"
38933252,April,4/13/2018 16:46,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39002183,April,4/22/2018 21:48,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,MEADOW LAKE,QUEENS,11367,40.73619707,-73.84103136,"(40.73619707023759, -73.84103135759476)"
39015841,April,4/23/2018 14:41,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,LAGUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
39060647,April,4/29/2018 10:19,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,GREAT KILLS,STATEN ISLAND,10306,40.540936,-74.13497407,"(40.54093600401107, -74.13497406598722)"
39302063,May,5/27/2018 14:09,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Street/Curbside,BLUE HERON PARK PRESERVE,STATEN ISLAND,10312,40.53183007,-74.17466719,"(40.53183007271259, -74.1746671915421)"
39133269,May,5/7/2018 11:34,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,OCEAN BREEZE PARK,STATEN ISLAND,10305,40.58696624,-74.07927967,"(40.58696623776864, -74.07927966795522)"
39137434,May,5/8/2018 14:28,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,OCEAN BREEZE PARK,STATEN ISLAND,10305,40.58696624,-74.07927967,"(40.58696623776864, -74.07927966795522)"
39190069,May,5/14/2018 16:47,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,CLOVE LAKE PARK,STATEN ISLAND,10310,40.61931497,-74.11371089,"(40.61931496873211, -74.11371089040878)"
39007039,April,4/23/2018 19:20,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,WOLFES POND,STATEN ISLAND,10309,40.51553296,-74.19252084,"(40.51553296107795, -74.19252083914577)"
